"Trial","TaskWAV","Selected","Correct","RT","Subj_ID","list","Group","log_RT"
"59","DET_Task_sein-e_Lieblingszeitung.wav","TARGET","1","1691","O1",3,2,7.43307534889858
"60","DET_Task_sein-e_Lieblingsschnecke.wav","TARGET","1","2105","O1",3,2,7.65207074611648
"61","DET_Task_ihr-0_Lieblingsguertel.wav","TARGET","1","1459","O1",3,2,7.28550654852279
"62","DET_Task_sein-e_Lieblingsantenne.wav","TARGET","1","1919","O1",3,2,7.5595594960077
"63","DET_Task_ihr-0_Lieblingspinguin.wav","TARGET","1","1878","O1",3,2,7.53796265976821
"64","DET_Task_ihr-e_Lieblingskirsche.wav","TARGET","1","1955","O1",3,2,7.57814547241947
"65","DET_Task_sein-0_Lieblingstisch.wav","TARGET","1","1489","O1",3,2,7.30586003268401
"66","DET_Task_ihr-e_Lieblingsfeder.wav","TARGET","1","1966","O1",3,2,7.58375630070711
"67","DET_Task_sein-0_Lieblingskoffer.wav","TARGET","1","1783","O1",3,2,7.48605261786314
"68","DET_Task_ihr-0_Lieblingsknoten.wav","TARGET","1","1468","O1",3,2,7.29165620917446
"69","DET_Task_ihr-e_Lieblingsmaus.wav","TARGET","1","2178","O1",3,2,7.68616230349291
"70","DET_Task_sein-e_Lieblingskuh.wav","TARGET","1","1715","O1",3,2,7.44716835960004
"71","DET_Task_ihr-0_Lieblingsloeffel.wav","TARGET","1","2493","O1",3,2,7.82124208352356
"72","DET_Task_ihr-e_Lieblingsweste.wav","TARGET","1","1885","O1",3,2,7.54168309988211
"73","DET_Task_sein-e_Lieblingszwiebel.wav","TARGET","1","1800","O1",3,2,7.49554194388426
"74","DET_Task_sein-0_Lieblingskegel.wav","TARGET","1","1830","O1",3,2,7.51207124583547
"75","DET_Task_ihr-0_Lieblingshammer.wav","TARGET","1","1288","O1",3,2,7.1608459066643
"76","DET_Task_sein-0_Lieblingsspargel.wav","TARGET","1","1374","O1",3,2,7.22548147278229
"77","DET_Task_sein-e_Lieblingskatze.wav","TARGET","1","2160","O1",3,2,7.67786350067821
"78","DET_Task_sein-0_Lieblingsschuh.wav","TARGET","1","1493","O1",3,2,7.30854279753919
"79","DET_Task_ihr-e_Lieblingsschaufel.wav","TARGET","1","2256","O1",3,2,7.72134861261795
"80","DET_Task_ihr-e_Lieblingstreppe.wav","TARGET","1","2043","O1",3,2,7.62217459481762
"81","DET_Task_sein-0_Lieblingsguertel.wav","TARGET","1","1382","O1",3,2,7.23128700432762
"82","DET_Task_ihr-e_Lieblingsschere.wav","TARGET","1","1767","O1",3,2,7.4770384723197
"83","DET_Task_ihr-e_Lieblingspizza.wav","TARGET","1","1931","O1",3,2,7.56579328242851
"84","DET_Task_sein-0_Lieblingsring.wav","TARGET","1","1528","O1",3,2,7.33171496972647
"85","DET_Task_sein-0_Lieblingsschlitten.wav","TARGET","1","1293","O1",3,2,7.16472037877186
"86","DET_Task_ihr-0_Lieblingstisch.wav","TARGET","1","1641","O1",3,2,7.40306109109009
"87","DET_Task_sein-0_Lieblingsroboter.wav","TARGET","1","1817","O1",3,2,7.50494206839617
"88","DET_Task_ihr-e_Lieblingssaeule.wav","TARGET","1","1937","O1",3,2,7.568895663407
"89","DET_Task_sein-e_Lieblingstrompete.wav","Possessee_comp","0","2410","O1",3,2,7.7873820264847
"90","DET_Task_sein-e_Lieblingsavocado.wav","TARGET","1","1713","O1",3,2,7.44600149832412
"91","DET_Task_sein-0_Lieblingskuerbis.wav","TARGET","1","1911","O1",3,2,7.55538194424027
"92","DET_Task_ihr-0_Lieblingsdrache.wav","TARGET","1","1364","O1",3,2,7.21817683840341
"93","DET_Task_sein-e_Lieblingskette.wav","TARGET","1","1837","O1",3,2,7.51588908521513
"94","DET_Task_sein-e_Lieblingsglocke.wav","TARGET","1","1894","O1",3,2,7.54644627374602
"95","DET_Task_ihr-e_Lieblingswurst.wav","TARGET","1","1869","O1",3,2,7.53315880745556
"96","DET_Task_sein-e_Lieblingsgeige.wav","TARGET","1","1939","O1",3,2,7.56992765524265
"97","DET_Task_sein-e_Lieblingsangel.wav","TARGET","1","1934","O1",3,2,7.56734567601324
"98","DET_Task_ihr-0_Lieblingsmantel.wav","TARGET","1","1553","O1",3,2,7.34794382314869
"99","DET_Task_sein-e_Lieblingslampe.wav","TARGET","1","1804","O1",3,2,7.49776170062257
"100","DET_Task_ihr-0_Lieblingstoaster.wav","TARGET","1","1400","O1",3,2,7.24422751560335
"101","DET_Task_sein-0_Lieblingstraktor.wav","TARGET","1","1567","O1",3,2,7.35691824235602
"102","DET_Task_ihr-0_Lieblingshut.wav","TARGET","1","1533","O1",3,2,7.33498187887181
"103","DET_Task_ihr-e_Lieblingskerze.wav","TARGET","1","2726","O1",3,2,7.91059061225648
"104","DET_Task_ihr-0_Lieblingsdelfin.wav","TARGET","1","3237","O1",3,2,8.08240225392624
"1","DET_Task_ihr-e_Lieblingsangel.wav","TARGET","1","2544","O3",4,2,7.84149292446001
"2","DET_Task_sein-e_Lieblingslampe.wav","TARGET","1","1828","O3",4,2,7.5109777520141
"3","DET_Task_ihr-0_Lieblingsfaecher.wav","Possessee_comp","0","1586","O3",4,2,7.36897040219479
"4","DET_Task_ihr-e_Lieblingszwiebel.wav","TARGET","1","2635","O3",4,2,7.87663846097546
"5","DET_Task_ihr-e_Lieblingskirsche.wav","TARGET","1","2494","O3",4,2,7.82164312623998
"6","DET_Task_sein-0_Lieblingskaese.wav","TARGET","1","1981","O3",4,2,7.59135704669855
"7","DET_Task_sein-0_Lieblingsbesen.wav","TARGET","1","1505","O3",4,2,7.31654817718298
"8","DET_Task_sein-e_Lieblingsdusche.wav","TARGET","1","1670","O3",4,2,7.4205789054108
"9","DET_Task_ihr-0_Lieblingsteller.wav","TARGET","1","2324","O3",4,2,7.7510451179718
"10","DET_Task_ihr-0_Lieblingsapfel.wav","TARGET","1","1540","O3",4,2,7.33953769540767
"11","DET_Task_ihr-e_Lieblingsavocado.wav","TARGET","1","2193","O3",4,2,7.69302574841789
"12","DET_Task_sein-e_Lieblingsgabel.wav","TARGET","1","1680","O3",4,2,7.4265490723973
"13","DET_Task_sein-e_Lieblingswurst.wav","TARGET","1","2130","O3",4,2,7.66387725870347
"14","DET_Task_sein-0_Lieblingsdrachen.wav","TARGET","1","1530","O3",4,2,7.33302301438648
"15","DET_Task_ihr-0_Lieblingshut.wav","TARGET","1","1906","O3",4,2,7.55276208421415
"16","DET_Task_sein-e_Lieblingsmilch.wav","TARGET","1","1841","O3",4,2,7.51806418123308
"17","DET_Task_ihr-0_Lieblingsloeffel.wav","TARGET","1","1546","O3",4,2,7.34342622914737
"18","DET_Task_ihr-0_Lieblingsschuh.wav","TARGET","1","1824","O3",4,2,7.50878717063428
"19","DET_Task_sein-e_Lieblingsfeder.wav","TARGET","1","1408","O3",4,2,7.24992553671799
"20","DET_Task_ihr-0_Lieblingstrichter.wav","TARGET","1","2088","O3",4,2,7.64396194900253
"21","DET_Task_ihr-0_Lieblingshammer.wav","TARGET","1","1702","O3",4,2,7.43955930913332
"22","DET_Task_sein-e_Lieblingskerze.wav","TARGET","1","1917","O3",4,2,7.55851674304564
"23","DET_Task_sein-0_Lieblingsschlitten.wav","TARGET","1","1335","O3",4,2,7.19668657083435
"24","DET_Task_sein-e_Lieblingskirsche.wav","TARGET","1","1977","O3",4,2,7.58933582317062
"25","DET_Task_ihr-0_Lieblingsmantel.wav","TARGET","1","2069","O3",4,2,7.63482067774554
"26","DET_Task_sein-0_Lieblingskalender.wav","TARGET","1","1590","O3",4,2,7.37148929521428
"27","DET_Task_sein-e_Lieblingsharfe.wav","TARGET","1","1608","O3",4,2,7.38274644973891
"28","DET_Task_ihr-e_Lieblingsgeige.wav","TARGET","1","2132","O3",4,2,7.66481578528574
"29","DET_Task_sein-0_Lieblingskoffer.wav","TARGET","1","1570","O3",4,2,7.35883089834235
"30","DET_Task_sein-0_Lieblingstraktor.wav","TARGET","1","1458","O3",4,2,7.2848209125686
"31","DET_Task_sein-e_Lieblingstreppe.wav","TARGET","1","1674","O3",4,2,7.42297125104942
"32","DET_Task_ihr-0_Lieblingsspargel.wav","TARGET","1","1406","O3",4,2,7.24850407237061
"33","DET_Task_sein-0_Lieblingsdiamant.wav","TARGET","1","1943","O3",4,2,7.57198844937744
"34","DET_Task_sein-0_Lieblingsroboter.wav","TARGET","1","1455","O3",4,2,7.28276117960559
"35","DET_Task_ihr-e_Lieblingssaege.wav","TARGET","1","1809","O3",4,2,7.50052948539529
"36","DET_Task_ihr-0_Lieblingskuerbis.wav","TARGET","1","1725","O3",4,2,7.45298232946546
"37","DET_Task_sein-e_Lieblingsschnecke.wav","TARGET","1","1520","O3",4,2,7.32646561384032
"38","DET_Task_ihr-e_Lieblingskerze.wav","TARGET","1","1749","O3",4,2,7.4667994750186
"39","DET_Task_sein-0_Lieblingstisch.wav","TARGET","1","1267","O3",4,2,7.14440718032114
"40","DET_Task_ihr-e_Lieblingsqualle.wav","TARGET","1","1313","O3",4,2,7.1800698743028
"41","DET_Task_sein-0_Lieblingsfaecher.wav","TARGET","1","934","O3",4,2,6.83947643822884
"42","DET_Task_sein-e_Lieblingszeitung.wav","TARGET","1","1551","O3",4,2,7.34665516317654
"43","DET_Task_sein-e_Lieblingsangel.wav","TARGET","1","2252","O3",4,2,7.71957398925958
"44","DET_Task_ihr-e_Lieblingsbrille.wav","TARGET","1","1261","O3",4,2,7.13966033596492
"45","DET_Task_ihr-0_Lieblingskaese.wav","TARGET","1","1436","O3",4,2,7.26961674960817
"46","DET_Task_ihr-e_Lieblingswurst.wav","TARGET","1","1248","O3",4,2,7.12929754892937
"47","DET_Task_sein-e_Lieblingstrompete.wav","TARGET","1","1754","O3",4,2,7.46965417293213
"48","DET_Task_ihr-e_Lieblingskuh.wav","TARGET","1","2501","O3",4,2,7.82444593087762
"49","DET_Task_ihr-e_Lieblingsschaufel.wav","TARGET","1","1327","O3",4,2,7.19067603433221
"50","DET_Task_sein-e_Lieblingsglocke.wav","TARGET","1","1239","O3",4,2,7.12205988162914
"51","DET_Task_sein-0_Lieblingskuerbis.wav","TARGET","1","1861","O3",4,2,7.52886925664225
"52","DET_Task_ihr-0_Lieblingskoffer.wav","TARGET","1","1136","O3",4,2,7.0352685992811
"53","DET_Task_ihr-0_Lieblingsfuchs.wav","TARGET","1","3312","O3",4,2,8.10530751550515
"54","DET_Task_sein-0_Lieblingsnagel.wav","TARGET","1","1799","O3",4,2,7.49498623395053
"55","DET_Task_ihr-0_Lieblingsteppich.wav","TARGET","1","1463","O3",4,2,7.28824440102012
"56","DET_Task_sein-0_Lieblingszirkel.wav","TARGET","1","1279","O3",4,2,7.15383380157884
"57","DET_Task_ihr-e_Lieblingsraupe.wav","TARGET","1","1328","O3",4,2,7.19142933003638
"58","DET_Task_ihr-e_Lieblingsweste.wav","TARGET","1","1468","O3",4,2,7.29165620917446
"59","DET_Task_ihr-0_Lieblingskalender.wav","TARGET","1","1734","O3",4,2,7.45818615734049
"60","DET_Task_sein-e_Lieblingskette.wav","TARGET","1","1275","O3",4,2,7.15070145759253
"61","DET_Task_ihr-0_Lieblingspinguin.wav","TARGET","1","1244","O3",4,2,7.12608727329912
"62","DET_Task_ihr-0_Lieblingsknoten.wav","TARGET","1","1299","O3",4,2,7.1693500166706
"63","DET_Task_sein-0_Lieblingswuerfel.wav","TARGET","1","1554","O3",4,2,7.34858753092759
"64","DET_Task_ihr-0_Lieblingspinsel.wav","TARGET","1","1568","O3",4,2,7.35755620091035
"65","DET_Task_ihr-0_Lieblingsdelfin.wav","TARGET","1","2395","O3",4,2,7.78113850984502
"66","DET_Task_sein-0_Lieblingsguertel.wav","TARGET","1","1690","O3",4,2,7.43248380791712
"67","DET_Task_ihr-e_Lieblingsschnecke.wav","TARGET","1","2795","O3",4,2,7.9355873855892
"68","DET_Task_ihr-0_Lieblingsdrache.wav","TARGET","1","1216","O3",4,2,7.10332206252611
"69","DET_Task_ihr-0_Lieblingstoaster.wav","TARGET","1","2079","O3",4,2,7.63964228785801
"70","DET_Task_sein-e_Lieblingsavocado.wav","TARGET","1","1559","O3",4,2,7.35179986905778
"71","DET_Task_sein-e_Lieblingskatze.wav","TARGET","1","2933","O3",4,2,7.98378106897745
"72","DET_Task_ihr-e_Lieblingskette.wav","Possessee_comp","0","1645","O3",4,2,7.40549566319947
"73","DET_Task_ihr-0_Lieblingsroboter.wav","TARGET","1","2057","O3",4,2,7.62900388965296
"74","DET_Task_ihr-e_Lieblingssaeule.wav","TARGET","1","1907","O3",4,2,7.55328660560042
"75","DET_Task_sein-0_Lieblingsteller.wav","TARGET","1","1432","O3",4,2,7.26682734752059
"76","DET_Task_sein-0_Lieblingskegel.wav","TARGET","1","1525","O3",4,2,7.32974968904151
"77","DET_Task_ihr-e_Lieblingsmuenze.wav","TARGET","1","2190","O3",4,2,7.69165682281055
"78","DET_Task_sein-e_Lieblingsschuerze.wav","TARGET","1","1467","O3",4,2,7.29097477814298
"79","DET_Task_ihr-e_Lieblingsfeder.wav","TARGET","1","1497","O3",4,2,7.31121838441963
"80","DET_Task_sein-0_Lieblingsapfel.wav","TARGET","1","1555","O3",4,2,7.34923082461333
"81","DET_Task_ihr-0_Lieblingstisch.wav","TARGET","1","1650","O3",4,2,7.40853056689463
"82","DET_Task_sein-e_Lieblingstasse.wav","TARGET","1","1847","O3",4,2,7.52131798019924
"83","DET_Task_ihr-0_Lieblingsguertel.wav","TARGET","1","2015","O3",4,2,7.60837447438078
"84","DET_Task_ihr-e_Lieblingskatze.wav","TARGET","1","1937","O3",4,2,7.568895663407
"85","DET_Task_sein-0_Lieblingshut.wav","TARGET","1","1573","O3",4,2,7.36073990305828
"86","DET_Task_sein-e_Lieblingszwiebel.wav","TARGET","1","2216","O3",4,2,7.70345904786717
"87","DET_Task_sein-e_Lieblingsantenne.wav","TARGET","1","1978","O3",4,2,7.58984151218266
"88","DET_Task_ihr-e_Lieblingspizza.wav","TARGET","1","2632","O3",4,2,7.87549929244521
"89","DET_Task_ihr-e_Lieblingstreppe.wav","TARGET","1","1822","O3",4,2,7.5076900778199
"90","DET_Task_sein-e_Lieblingsgeige.wav","TARGET","1","3331","O3",4,2,8.11102783819368
"91","DET_Task_sein-0_Lieblingspullover.wav","TARGET","1","1766","O3",4,2,7.47647238116391
"92","DET_Task_sein-0_Lieblingssessel.wav","TARGET","1","1594","O3",4,2,7.37400185935016
"93","DET_Task_ihr-e_Lieblingsmaus.wav","TARGET","1","1858","O3",4,2,7.52725591937378
"94","DET_Task_ihr-e_Lieblingsschere.wav","TARGET","1","1745","O3",4,2,7.46450983463653
"95","DET_Task_sein-0_Lieblingsschuh.wav","TARGET","1","1406","O3",4,2,7.24850407237061
"96","DET_Task_sein-e_Lieblingspfeife.wav","TARGET","1","1602","O3",4,2,7.3790081276283
"97","DET_Task_sein-0_Lieblingsspargel.wav","TARGET","1","2358","O3",4,2,7.76556908109732
"98","DET_Task_ihr-0_Lieblingshonig.wav","TARGET","1","1189","O3",4,2,7.08086789669078
"99","DET_Task_sein-e_Lieblingskuh.wav","TARGET","1","1843","O3",4,2,7.51914995766982
"100","DET_Task_sein-e_Lieblingstrommel.wav","TARGET","1","1464","O3",4,2,7.28892769452126
"101","DET_Task_sein-0_Lieblingsspiegel.wav","TARGET","1","1615","O3",4,2,7.38709023565676
"102","DET_Task_ihr-e_Lieblingsameise.wav","TARGET","1","1383","O3",4,2,7.23201033166476
"103","DET_Task_ihr-e_Lieblingskruecke.wav","TARGET","1","1702","O3",4,2,7.43955930913332
"104","DET_Task_sein-0_Lieblingsring.wav","TARGET","1","1991","O3",4,2,7.5963923040642
"1","DET_Task_ihr-e_Lieblingsangel.wav","TARGET","1","2240","O2",4,2,7.71423114484909
"2","DET_Task_sein-e_Lieblingslampe.wav","TARGET","1","1967","O2",4,2,7.58426481838906
"3","DET_Task_ihr-0_Lieblingsfaecher.wav","TARGET","1","1948","O2",4,2,7.57455848420248
"4","DET_Task_ihr-e_Lieblingszwiebel.wav","TARGET","1","1892","O2",4,2,7.54538974961182
"5","DET_Task_ihr-e_Lieblingskirsche.wav","TARGET","1","1868","O2",4,2,7.53262361878879
"6","DET_Task_sein-0_Lieblingskaese.wav","TARGET","1","1528","O2",4,2,7.33171496972647
"7","DET_Task_sein-0_Lieblingsbesen.wav","TARGET","1","1394","O2",4,2,7.23993259132047
"8","DET_Task_sein-e_Lieblingsdusche.wav","Possessee_comp","0","1346","O2",4,2,7.20489251020467
"9","DET_Task_ihr-0_Lieblingsteller.wav","TARGET","1","1730","O2",4,2,7.45587668749182
"10","DET_Task_ihr-0_Lieblingsapfel.wav","TARGET","1","1662","O2",4,2,7.41577697541539
"11","DET_Task_ihr-e_Lieblingsavocado.wav","TARGET","1","1832","O2",4,2,7.51316354523408
"12","DET_Task_sein-e_Lieblingsgabel.wav","TARGET","1","2172","O2",4,2,7.68340368105383
"13","DET_Task_sein-e_Lieblingswurst.wav","TARGET","1","1681","O2",4,2,7.42714413340862
"14","DET_Task_sein-0_Lieblingsdrachen.wav","TARGET","1","2094","O2",4,2,7.64683139143048
"15","DET_Task_ihr-0_Lieblingshut.wav","TARGET","1","1985","O2",4,2,7.59337419312129
"16","DET_Task_sein-e_Lieblingsmilch.wav","TARGET","1","1523","O2",4,2,7.32843735289516
"17","DET_Task_ihr-0_Lieblingsloeffel.wav","Possessee_comp","0","1237","O2",4,2,7.12044437239249
"18","DET_Task_ihr-0_Lieblingsschuh.wav","TARGET","1","1178","O2",4,2,7.07157336421153
"19","DET_Task_sein-e_Lieblingsfeder.wav","TARGET","1","2381","O2",4,2,7.77527584648686
"20","DET_Task_ihr-0_Lieblingstrichter.wav","TARGET","1","1332","O2",4,2,7.19443685110033
"21","DET_Task_ihr-0_Lieblingshammer.wav","TARGET","1","1889","O2",4,2,7.54380286750151
"22","DET_Task_sein-e_Lieblingskerze.wav","TARGET","1","1726","O2",4,2,7.45356187164337
"23","DET_Task_sein-0_Lieblingsschlitten.wav","TARGET","1","1017","O2",4,2,6.92461239604856
"24","DET_Task_sein-e_Lieblingskirsche.wav","TARGET","1","1585","O2",4,2,7.36833968631138
"25","DET_Task_ihr-0_Lieblingsmantel.wav","Possessee_comp","0","998","O2",4,2,6.90575327631146
"26","DET_Task_sein-0_Lieblingskalender.wav","TARGET","1","912","O2",4,2,6.81563999007433
"27","DET_Task_sein-e_Lieblingsharfe.wav","TARGET","1","2340","O2",4,2,7.75790620835175
"28","DET_Task_ihr-e_Lieblingsgeige.wav","TARGET","1","1505","O2",4,2,7.31654817718298
"29","DET_Task_sein-0_Lieblingskoffer.wav","TARGET","1","1106","O2",4,2,7.00850518208228
"30","DET_Task_sein-0_Lieblingstraktor.wav","TARGET","1","1300","O2",4,2,7.17011954344963
"31","DET_Task_sein-e_Lieblingstreppe.wav","TARGET","1","1110","O2",4,2,7.01211529430638
"32","DET_Task_ihr-0_Lieblingsspargel.wav","TARGET","1","833","O2",4,2,6.72503364216684
"33","DET_Task_sein-0_Lieblingsdiamant.wav","TARGET","1","1254","O2",4,2,7.13409372119287
"34","DET_Task_sein-0_Lieblingsroboter.wav","TARGET","1","1523","O2",4,2,7.32843735289516
"35","DET_Task_ihr-e_Lieblingssaege.wav","TARGET","1","1859","O2",4,2,7.52779398772144
"36","DET_Task_ihr-0_Lieblingskuerbis.wav","TARGET","1","1634","O2",4,2,7.39878627541995
"37","DET_Task_sein-e_Lieblingsschnecke.wav","TARGET","1","2099","O2",4,2,7.64921631982063
"38","DET_Task_ihr-e_Lieblingskerze.wav","TARGET","1","1823","O2",4,2,7.50823877467866
"39","DET_Task_sein-0_Lieblingstisch.wav","TARGET","1","1088","O2",4,2,6.99209642741589
"40","DET_Task_ihr-e_Lieblingsqualle.wav","TARGET","1","1417","O2",4,2,7.25629723969068
"41","DET_Task_sein-0_Lieblingsfaecher.wav","TARGET","1","1508","O2",4,2,7.3185395485679
"42","DET_Task_sein-e_Lieblingszeitung.wav","TARGET","1","1081","O2",4,2,6.98564181763921
"43","DET_Task_sein-e_Lieblingsangel.wav","TARGET","1","983","O2",4,2,6.89060912014717
"44","DET_Task_ihr-e_Lieblingsbrille.wav","TARGET","1","1842","O2",4,2,7.51860721681525
"45","DET_Task_ihr-0_Lieblingskaese.wav","TARGET","1","1087","O2",4,2,6.99117688712121
"46","DET_Task_ihr-e_Lieblingswurst.wav","TARGET","1","1023","O2",4,2,6.93049476595163
"47","DET_Task_sein-e_Lieblingstrompete.wav","TARGET","1","1749","O2",4,2,7.4667994750186
"48","DET_Task_ihr-e_Lieblingskuh.wav","TARGET","1","1900","O2",4,2,7.54960916515453
"49","DET_Task_ihr-e_Lieblingsschaufel.wav","TARGET","1","1199","O2",4,2,7.08924315502751
"50","DET_Task_sein-e_Lieblingsglocke.wav","TARGET","1","978","O2",4,2,6.88550967003482
"51","DET_Task_sein-0_Lieblingskuerbis.wav","TARGET","1","1012","O2",4,2,6.91968384984741
"52","DET_Task_ihr-0_Lieblingskoffer.wav","TARGET","1","1223","O2",4,2,7.10906213568717
"53","DET_Task_ihr-0_Lieblingsfuchs.wav","TARGET","1","1350","O2",4,2,7.20785987143248
"54","DET_Task_sein-0_Lieblingsnagel.wav","TARGET","1","1204","O2",4,2,7.09340462586877
"55","DET_Task_ihr-0_Lieblingsteppich.wav","TARGET","1","1427","O2",4,2,7.26332961747684
"56","DET_Task_sein-0_Lieblingszirkel.wav","TARGET","1","2328","O2",4,2,7.75276480885133
"57","DET_Task_ihr-e_Lieblingsraupe.wav","TARGET","1","1155","O2",4,2,7.05185562295589
"58","DET_Task_ihr-e_Lieblingsweste.wav","TARGET","1","1744","O2",4,2,7.46393660446893
"59","DET_Task_ihr-0_Lieblingskalender.wav","TARGET","1","778","O2",4,2,6.65672652417839
"60","DET_Task_sein-e_Lieblingskette.wav","TARGET","1","885","O2",4,2,6.78558764500793
"61","DET_Task_ihr-0_Lieblingspinguin.wav","TARGET","1","2372","O2",4,2,7.77148876011762
"62","DET_Task_ihr-0_Lieblingsknoten.wav","Possessor_comp","0","1118","O2",4,2,7.01929665371504
"63","DET_Task_sein-0_Lieblingswuerfel.wav","TARGET","1","1527","O2",4,2,7.33106030521863
"64","DET_Task_ihr-0_Lieblingspinsel.wav","Possessee_comp","0","1635","O2",4,2,7.39939808333135
"65","DET_Task_ihr-0_Lieblingsdelfin.wav","TARGET","1","1652","O2",4,2,7.40974195408092
"66","DET_Task_sein-0_Lieblingsguertel.wav","TARGET","1","1253","O2",4,2,7.13329595489607
"67","DET_Task_ihr-e_Lieblingsschnecke.wav","TARGET","1","1218","O2",4,2,7.10496544826984
"68","DET_Task_ihr-0_Lieblingsdrache.wav","TARGET","1","1339","O2",4,2,7.19967834569117
"69","DET_Task_ihr-0_Lieblingstoaster.wav","TARGET","1","2306","O2",4,2,7.743269700829
"70","DET_Task_sein-e_Lieblingsavocado.wav","TARGET","1","1876","O2",4,2,7.53689712956617
"71","DET_Task_sein-e_Lieblingskatze.wav","TARGET","1","1721","O2",4,2,7.45066079621154
"72","DET_Task_ihr-e_Lieblingskette.wav","TARGET","1","1408","O2",4,2,7.24992553671799
"73","DET_Task_ihr-0_Lieblingsroboter.wav","TARGET","1","2014","O2",4,2,7.60787807327851
"74","DET_Task_ihr-e_Lieblingssaeule.wav","TARGET","1","1151","O2",4,2,7.04838640872188
"75","DET_Task_sein-0_Lieblingsteller.wav","TARGET","1","962","O2",4,2,6.86901445066571
"76","DET_Task_sein-0_Lieblingskegel.wav","TARGET","1","2170","O2",4,2,7.68248244653451
"77","DET_Task_ihr-e_Lieblingsmuenze.wav","TARGET","1","1088","O2",4,2,6.99209642741589
"78","DET_Task_sein-e_Lieblingsschuerze.wav","Possessee_comp","0","1148","O2",4,2,7.04577657687951
"79","DET_Task_ihr-e_Lieblingsfeder.wav","TARGET","1","1289","O2",4,2,7.16162200293919
"80","DET_Task_sein-0_Lieblingsapfel.wav","TARGET","1","968","O2",4,2,6.87523208727658
"81","DET_Task_ihr-0_Lieblingstisch.wav","TARGET","1","1200","O2",4,2,7.09007683577609
"82","DET_Task_sein-e_Lieblingstasse.wav","TARGET","1","914","O2",4,2,6.81783057145415
"83","DET_Task_ihr-0_Lieblingsguertel.wav","TARGET","1","821","O2",4,2,6.71052310945243
"84","DET_Task_ihr-e_Lieblingskatze.wav","TARGET","1","934","O2",4,2,6.83947643822884
"85","DET_Task_sein-0_Lieblingshut.wav","TARGET","1","1041","O2",4,2,6.94793706861497
"86","DET_Task_sein-e_Lieblingszwiebel.wav","TARGET","1","873","O2",4,2,6.7719355558396
"87","DET_Task_sein-e_Lieblingsantenne.wav","TARGET","1","3310","O2",4,2,8.10470346837111
"88","DET_Task_ihr-e_Lieblingspizza.wav","TARGET","1","1208","O2",4,2,7.09672137849476
"89","DET_Task_ihr-e_Lieblingstreppe.wav","TARGET","1","1379","O2",4,2,7.2291138777933
"90","DET_Task_sein-e_Lieblingsgeige.wav","TARGET","1","250","O2",4,2,5.52146091786225
"91","DET_Task_sein-0_Lieblingspullover.wav","TARGET","1","686","O2",4,2,6.53087762772588
"92","DET_Task_sein-0_Lieblingssessel.wav","TARGET","1","769","O2",4,2,6.64509096950564
"93","DET_Task_ihr-e_Lieblingsmaus.wav","TARGET","1","1520","O2",4,2,7.32646561384032
"94","DET_Task_ihr-e_Lieblingsschere.wav","TARGET","1","902","O2",4,2,6.80461452006262
"96","DET_Task_sein-e_Lieblingspfeife.wav","TARGET","1","473","O2",4,2,6.15909538849193
"97","DET_Task_sein-0_Lieblingsspargel.wav","TARGET","1","1345","O2",4,2,7.20414929203594
"98","DET_Task_ihr-0_Lieblingshonig.wav","TARGET","1","1232","O2",4,2,7.11639414409346
"99","DET_Task_sein-e_Lieblingskuh.wav","Possessor_comp","0","213","O2",4,2,5.36129216570943
"100","DET_Task_sein-e_Lieblingstrommel.wav","TARGET","1","1902","O2",4,2,7.55066124310534
"101","DET_Task_sein-0_Lieblingsspiegel.wav","TARGET","1","1458","O2",4,2,7.2848209125686
"102","DET_Task_ihr-e_Lieblingsameise.wav","TARGET","1","1433","O2",4,2,7.26752542782817
"103","DET_Task_ihr-e_Lieblingskruecke.wav","TARGET","1","1194","O2",4,2,7.08506429395255
"104","DET_Task_sein-0_Lieblingsring.wav","TARGET","1","1207","O2",4,2,7.09589322109753
"1","DET_Task_sein-e_Lieblingsmilch.wav","TARGET","1","2789","O4",1,2,7.93343838762749
"2","DET_Task_sein-e_Lieblingsgeige.wav","TARGET","1","2537","O4",1,2,7.83873755959928
"3","DET_Task_ihr-e_Lieblingsweste.wav","TARGET","1","3266","O4",1,2,8.09132127353041
"4","DET_Task_sein-0_Lieblingspullover.wav","TARGET","1","2955","O4",1,2,7.9912539298402
"5","DET_Task_ihr-0_Lieblingsloeffel.wav","TARGET","1","2059","O4",1,2,7.62997570702779
"6","DET_Task_ihr-0_Lieblingsapfel.wav","TARGET","1","1899","O4",1,2,7.54908271081229
"7","DET_Task_sein-0_Lieblingsbesen.wav","TARGET","1","2463","O4",1,2,7.80913539812054
"8","DET_Task_ihr-0_Lieblingsguertel.wav","TARGET","1","1884","O4",1,2,7.54115245513631
"9","DET_Task_ihr-0_Lieblingskaese.wav","TARGET","1","2117","O4",1,2,7.65775527113487
"10","DET_Task_sein-e_Lieblingsglocke.wav","TARGET","1","2750","O4",1,2,7.91935619066062
"11","DET_Task_sein-0_Lieblingsdrachen.wav","TARGET","1","1763","O4",1,2,7.47477218239787
"12","DET_Task_ihr-e_Lieblingsfeder.wav","TARGET","1","2123","O4",1,2,7.66058546170326
"13","DET_Task_ihr-e_Lieblingspizza.wav","TARGET","1","2312","O4",1,2,7.74586822979227
